Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Laboratory Techniques,Mass Communication & Media,3126.00,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/laboratory_studies/C4-HS31,English,A,"This qualification reflects the role of workers who perform a range of laboratory techniques, including manual, semi-automated and fully automated, to collect and prepare samples in a laboratory. They conduct a wide range of basic, and limited range of specialist tests across a variety of industry sectors. Workers may be required to assist other personnel to solve technical problems and to adjust formulations and production mixes. They may also train them to collect samples and conduct basic tests reliably.Workers have responsibility for their own outputs according to established procedures. Work is carried out according to established procedures often under the direction and supervision of laboratory or quality managers, or scientific/medical professionals. Work is normally subject to frequent progress and quality checks.",Entry into the pathology laboratory industry. Pathway to further study in Science.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Landscape Construction,"Architecture, Building & Planning",2258,,AUD,Years,3,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/horticulture/C3-BE34,English,A,This qualification provides a general vocational outcome in landscape construction. The landscaping industry expects this qualification to be achieved to meet job outcomes at this level.,Landscaper,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Non-Accredited Training - Language Skills for Taxi Drivers,Humanities and Social Science,270,,AUD,Years,N/A,N/A,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/english_language/OCA-CM01,English,A,"In this non-accredited program you will be required to demonstrate the required level of speaking, listening, reading and writing in English that is required to hold a taxi driver licence.",Successful completion of the assessment supports an application for a Taxi driver licence in the Australian Capital Territory (ACT).,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,"Statement of Attainment - Lead a Building, Construction or Plumbing and Services Team",Humanities and Social Science,270,,AUD,Years,6,Hours,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/SA-BD38,English,A,"This skill set addresses the skills used by experienced tradespersons and operators who are moving into roles with additional responsibility and team leadership, typically in smaller businesses.The skill set provides the team leadership and other skills to enable experienced site supervisors or builders to develop staff under their supervision.Completion of the general induction training program specified by the National Code of Practice for Induction Training for Construction Work (ASCC 2007) is required before entering a construction work site. Achievement of unit CPCCOHS1001A covers this requirement.",The skill set provides the team leadership and other skills to enable experienced site supervisors or builders to develop staff under their supervision.,Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Leadership and Management,Humanities and Social Science,1644,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/AD-BT06,English,A,"In this program you will gain the skills and knowledge to apply specialised knowledge and skills, together with experience in leadership and management, across a range of enterprise and industry contexts.","Middle or senior manager, area manager, department manager, regional manager.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Leadership and Management,Humanities and Social Science,1311,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/C4-BT06,English,A,In this qualification you will gain the skills and knowledge to perform the role of individuals working as developing and emerging leaders and managers in a range of enterprise and industry contexts.,"Team leader, supervisor, front line manager",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Leadership and Management,Humanities and Social Science,1681,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/DP-BT14,English,A,"In this qualification you will learn to perform the role of people who apply knowledge, practical skills and experience in leadership and management across a range of enterprise and industry contexts.","Team leader, supervisor, first-line manager or middle manager",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Legal Services,Business & Commerce & Finance & Accounting,1097,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/legal/DP-BC25,English,A,"This course provides you with the knowledge and administrative skills necessary to fulfil a valuable paralegal role in legal offices. This highly sought after diploma will prepare you for diverse tasks and responsibilities including preparing legal documents, effective communication and working in accordance with legislation, regulations and codes of practice.",- executive assistant - legal services support officer - paralegal - senior legal secretary,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Legal Services,Business & Commerce & Finance & Accounting,1398,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/legal/C4-BC25,English,A,"This course provides you with an overview of the skills and knowledge to provide support in a range of legal service settings. It covers legal areas such as preparing and producing complex legal documents, interpreting and applying legislation, researching legal and other information in response to requests and researching legal processes.This qualification is available flexibly and you can enrol to commence your studies at any time.Alternatively you may enrol for online course delivery at the start of each semester.","Legal assistant/assistant paralegal, legal secretary, legal support officer, legal support for recruitment consultant.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Light Vehicle Mechanical Technology,Engineering,2731,,AUD,Years,3,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/auto_mechanical/C3-TC37,English,A,This course (program) provides you with the skills and knowledge required to be able to perform a broad range of tasks on a variety of light vehicles in the automotive service and repair industry. You will be able to repair and maintain cars and light vehicles or particular components of vehicles such as steering and suspension or cooling systems.,Automotive mechanic.,Australia,,,,,Yes,
